price,bedrooms,bathrooms,floors,view,sqft_basement,grade_category
220000.0,4,1.75,1.0,0,1010,2
452000.0,4,2.25,1.0,0,1250,3
382500.0,2,1.0,1.0,0,0,1
665000.0,2,1.0,1.0,0,0,2
527700.0,5,2.5,1.0,0,1270,3
205000.0,3,1.0,1.0,0,600,2
500000.0,4,2.25,1.0,0,650,3
890000.0,4,1.0,2.0,0,180,3
258000.0,5,2.0,1.0,0,1130,3
511000.0,3,1.0,1.0,0,450,2
532170.0,3,2.0,2.0,0,0,3
282950.0,3,1.0,1.0,0,0,2
350000.0,1,1.0,1.0,0,0,2
215000.0,3,1.0,1.0,0,0,2
650000.0,5,3.5,2.0,0,1460,3
247000.0,3,2.0,1.5,0,0,2
320000.0,4,1.75,1.0,0,0,3
255000.0,5,2.25,1.0,0,1030,2
438000.0,3,1.75,1.0,0,0,2
900000.0,3,2.5,2.0,0,0,4
370000.0,3,1.75,1.0,0,400,2
807100.0,4,2.5,2.0,0,0,3
653000.0,3,2.5,1.0,0,1070,3
371500.0,3,2.0,1.0,0,0,2
284000.0,3,1.75,1.0,0,0,2
272000.0,3,1.75,1.0,0,490,2
313000.0,3,1.5,1.5,0,0,2
917500.0,4,2.5,2.0,0,1310,4
673000.0,4,2.25,2.0,0,0,3
399950.0,5,2.75,1.0,0,650,2
385000.0,3,1.0,1.0,0,0,1
330000.0,2,1.0,1.0,0,290,2
260000.0,3,2.5,2.0,0,0,2
470000.0,4,3.0,1.5,0,700,2
589000.0,4,3.0,2.0,0,0,2
163500.0,2,1.5,2.0,0,0,2
835000.0,4,2.75,2.0,0,990,3
560000.0,3,2.5,2.0,0,0,3
615000.0,4,1.0,1.5,0,0,1
585188.0,3,2.25,1.0,0,800,3
305000.0,3,1.75,1.0,0,430,2
166950.0,3,1.0,1.0,0,0,1
799000.0,3,2.5,1.0,0,0,3
400000.0,3,2.5,1.0,0,760,2
230000.0,3,1.0,1.0,0,0,2
423000.0,4,2.0,1.5,0,840,2
465000.0,3,2.5,2.0,0,0,3
440000.0,3,2.5,2.0,0,0,2
385000.0,3,1.75,1.0,0,0,2
210000.0,3,1.0,1.0,0,0,1
297000.0,3,2.5,2.0,0,0,3
470000.0,3,1.0,1.0,0,0,2
226500.0,3,1.5,1.0,0,400,2
274250.0,3,1.0,1.0,0,0,1
677900.0,3,2.5,2.0,0,0,3
425000.0,3,1.0,1.0,0,0,2
180250.0,2,0.75,1.0,0,0,1
464000.0,6,3.0,2.0,0,700,2
320000.0,4,2.25,2.0,0,0,3
465000.0,3,2.5,2.0,0,0,3
477000.0,4,2.75,2.0,0,0,3
280000.0,2,1.0,1.0,0,0,1
445838.0,3,2.5,2.0,0,0,3
467000.0,2,1.5,1.0,0,0,3
686000.0,4,2.5,2.0,0,0,4
279950.0,3,2.0,1.0,0,400,2
527000.0,4,2.25,2.0,0,0,3
325000.0,3,2.25,1.0,0,440,3
390000.0,3,2.25,1.0,0,0,2
479950.0,2,2.0,1.0,0,0,3
264950.0,4,2.25,1.0,0,600,2
235000.0,3,1.0,1.0,0,450,2
500000.0,4,2.75,1.0,0,0,2
213000.0,2,1.0,1.0,0,0,1
475000.0,3,1.5,1.5,0,860,2
1025000.0,5,4.0,2.0,0,0,4
416000.0,3,2.0,1.0,0,580,2
410000.0,4,1.0,1.5,0,300,2
800000.0,3,3.5,2.0,0,300,4
225000.0,3,1.75,1.0,0,0,2
210000.0,2,1.0,1.0,0,0,1
455000.0,2,1.0,1.5,0,0,2
225000.0,3,1.0,1.0,0,0,1
363000.0,3,2.5,2.0,0,0,3
181000.0,2,1.5,1.0,0,0,1
250000.0,4,2.0,1.0,0,0,2
260000.0,3,2.0,1.0,0,570,2
455000.0,4,2.5,2.0,0,0,3
415000.0,3,2.25,2.0,0,0,3
349500.0,3,1.0,1.0,0,600,2
245000.0,3,2.5,2.0,0,0,2
592500.0,2,2.0,1.5,2,0,2
385000.0,4,1.75,1.0,0,1180,2
315000.0,3,1.75,1.0,0,380,2
255000.0,3,1.0,1.0,0,0,2
693000.0,4,2.5,2.0,0,0,3
780000.0,3,1.0,1.5,0,200,3
237000.0,3,1.75,1.0,0,0,2
525000.0,3,2.25,2.0,0,780,4
425000.0,2,1.0,1.0,0,0,1
290000.0,4,2.5,2.0,0,0,2
285000.0,3,1.0,1.0,0,0,2
415000.0,2,1.0,1.0,0,0,2
272500.0,3,2.5,1.0,0,650,3
1365000.0,4,4.75,2.0,0,0,4
436000.0,2,1.0,1.0,0,0,2
210000.0,3,1.0,1.0,0,0,2
236000.0,3,1.0,1.0,0,0,2
331000.0,3,1.75,1.0,0,500,2
365000.0,3,2.5,2.0,0,0,3
450000.0,3,2.0,1.0,0,0,3
770000.0,4,2.75,2.0,0,970,3
455000.0,4,2.5,1.0,0,0,3
405000.0,3,1.75,1.0,0,1150,1
304900.0,4,1.75,1.0,0,990,2
170000.0,2,1.0,1.0,0,0,1
780000.0,4,2.5,2.0,0,0,3
330000.0,3,3.0,1.0,0,680,3
370000.0,4,2.5,2.0,0,0,3
467000.0,5,2.25,1.0,0,650,2
405000.0,3,1.75,1.0,0,530,2
675000.0,5,2.25,1.0,0,1450,3
500000.0,2,1.0,1.0,0,500,2
389999.0,4,2.5,2.0,0,0,2
630000.0,4,1.75,1.0,2,1170,3
360000.0,4,2.5,2.0,0,0,3
879000.0,4,2.5,2.0,0,0,4
265000.0,3,2.0,1.0,0,0,2
404000.0,3,1.5,1.0,0,700,2
267500.0,3,1.75,1.0,2,500,2
335000.0,3,2.5,2.0,0,0,3
576000.0,3,2.5,1.0,0,970,2
208633.0,3,2.5,2.0,0,0,3
315000.0,3,2.25,1.0,0,1080,2
610750.0,4,2.25,2.0,0,0,3
665000.0,4,2.75,2.0,0,1100,3
834000.0,4,2.5,1.5,2,390,3
487000.0,3,2.0,1.0,0,870,3
390000.0,3,2.5,1.0,0,0,3
548000.0,2,1.0,1.0,0,300,2
819900.0,5,2.75,2.0,0,0,3
520000.0,3,2.25,2.0,0,0,3
230000.0,3,2.0,1.0,0,0,2
240000.0,3,1.75,1.0,0,0,2
232000.0,2,1.0,1.0,0,280,1
274975.0,3,2.5,2.0,0,0,3
186375.0,3,1.0,1.0,0,0,2
790000.0,3,2.25,1.0,0,780,3
880000.0,4,3.5,2.0,0,910,3
279000.0,6,1.75,2.0,0,0,2
295000.0,3,2.0,1.0,2,0,3
640000.0,2,1.0,1.0,0,0,2
940000.0,4,2.0,2.0,0,0,3
260000.0,4,2.5,2.0,0,0,2
559900.0,3,2.75,1.0,0,1070,3
265000.0,3,1.75,1.0,0,0,2
245000.0,3,1.75,1.0,0,0,2
485000.0,4,1.75,2.0,0,0,2
684000.0,4,3.5,2.0,0,620,3
552250.0,4,2.5,2.0,0,0,3
165000.0,4,1.0,1.0,0,0,1
320000.0,2,1.0,1.0,0,0,1
206600.0,3,2.0,1.0,0,0,2
387000.0,4,1.75,1.0,0,1250,2
855000.0,4,2.75,2.0,0,0,3
315000.0,3,1.0,1.0,0,600,2
252000.0,4,1.5,1.0,0,500,2
300000.0,4,2.5,2.0,0,0,2
420000.0,4,1.0,1.5,0,0,2
900000.0,3,1.0,1.0,0,0,2
679900.0,3,2.5,2.0,2,460,3
463000.0,3,2.5,2.0,0,0,2
380000.0,5,2.5,2.0,0,0,3
329500.0,4,2.5,2.0,0,0,2
604950.0,3,2.5,1.0,0,770,3
465000.0,3,2.0,2.0,0,0,2
673000.0,4,2.5,2.0,0,0,3
810000.0,4,2.5,2.0,0,0,4
785000.0,4,2.75,1.0,0,530,3
338000.0,4,3.0,1.0,0,720,2
280000.0,3,2.25,2.0,0,0,2
315000.0,4,2.25,1.0,0,1080,2
530000.0,4,2.25,1.0,0,1080,2
380000.0,5,3.0,2.0,0,0,3
297000.0,3,2.25,2.0,0,0,2
730000.0,4,2.5,2.0,0,0,4
450000.0,3,1.75,1.0,0,530,2
270000.0,2,1.5,1.0,0,0,1
950000.0,3,3.0,2.0,0,1010,4
799000.0,4,2.25,2.0,0,0,3
252350.0,3,2.0,1.0,0,490,2
385000.0,4,1.5,1.0,0,660,2
345000.0,4,1.0,1.5,0,0,2
490000.0,3,2.75,2.0,0,0,3
330000.0,3,2.5,2.0,0,0,3
927000.0,4,2.75,2.0,0,0,3
1118000.0,4,2.5,2.0,1,0,4
330000.0,2,1.0,1.0,0,0,2
530000.0,5,2.25,1.0,0,1220,2
365000.0,4,2.0,1.0,0,0,3
378750.0,3,2.5,1.5,0,900,2
269900.0,4,1.75,1.5,0,0,2
360000.0,4,1.75,1.0,0,1580,2
437000.0,3,2.5,2.0,0,0,3
322500.0,4,2.5,2.0,0,0,2
650000.0,3,3.25,2.0,0,180,3
450000.0,3,2.0,3.0,0,0,3
364950.0,4,2.5,2.0,0,0,3
268000.0,3,2.5,2.0,0,0,2
517534.0,2,1.0,1.0,0,0,1
632925.0,3,2.5,2.0,0,0,3
577500.0,3,2.5,2.0,0,0,3
339000.0,4,1.5,1.5,2,0,2
570000.0,3,1.75,1.0,0,1380,2
563500.0,4,1.75,1.0,0,475,2
423000.0,4,2.25,1.0,0,910,2
355000.0,3,2.25,2.0,0,0,3
482000.0,2,1.0,1.0,0,0,2
625000.0,3,1.75,1.0,0,0,2
538000.0,3,2.5,2.0,0,0,3
380000.0,3,2.5,2.0,0,0,3
375000.0,2,1.0,1.0,0,0,2
245000.0,3,2.5,1.0,0,500,2
310000.0,5,1.75,1.0,0,0,2
1300000.0,3,2.0,1.0,0,580,3
397000.0,4,2.0,1.0,0,240,2
365000.0,3,2.5,2.0,0,0,3
328500.0,4,3.0,2.0,0,0,3
988000.0,4,3.0,2.0,0,0,4
1000000.0,4,2.5,1.5,0,690,3
237000.0,3,2.5,2.0,0,0,2
525000.0,4,2.5,2.0,0,0,3
749000.0,4,2.5,1.0,0,270,3
722500.0,5,2.5,2.0,0,1400,4
843000.0,3,2.5,2.0,0,0,4
438000.0,2,2.0,3.0,0,0,3
227950.0,3,1.5,1.0,0,0,2
196000.0,3,2.25,2.0,0,0,2
641000.0,2,1.0,1.0,0,350,3
350000.0,3,1.5,1.0,0,0,1
205000.0,3,1.0,1.0,0,0,2
400000.0,3,1.75,1.0,0,0,2
1030000.0,3,2.5,1.0,0,935,4
505000.0,3,2.0,1.0,0,0,2
475000.0,5,2.5,1.0,0,1040,2
333500.0,3,1.75,1.0,0,0,2
232000.0,3,1.0,1.0,0,0,1
691100.0,3,2.75,1.0,0,650,3
811000.0,3,1.75,1.0,0,0,3
551000.0,3,2.5,2.0,0,0,3
496500.0,3,2.5,2.0,0,0,3
578000.0,4,2.5,1.0,2,1370,3
255000.0,3,1.75,1.0,0,0,2
1050000.0,4,3.5,2.0,0,0,4
348000.0,3,2.25,2.0,0,0,3
230000.0,3,2.0,2.0,0,0,2
359500.0,4,2.25,2.0,0,0,3
330000.0,3,1.0,1.0,0,0,1
80000.0,1,0.75,1.0,0,0,1
465000.0,3,1.75,1.0,0,0,2
325000.0,4,2.5,2.0,0,0,3
342500.0,3,2.5,2.0,0,0,3
290900.0,2,2.0,2.0,0,0,1
868700.0,3,4.25,2.0,0,0,4
1199000.0,4,2.75,2.0,1,980,3
1150000.0,4,3.25,2.0,0,1040,4
859900.0,4,2.75,2.0,0,0,3
520000.0,4,2.25,2.0,0,0,2
460000.0,3,2.5,2.0,2,530,3
438924.0,3,1.5,1.0,0,200,2
315000.0,2,1.0,1.0,0,0,1
590000.0,4,2.75,1.0,2,1130,3
378500.0,4,1.75,1.0,0,850,2
849950.0,3,3.0,2.0,0,0,3
525000.0,3,1.5,1.0,2,450,2
1067000.0,6,3.5,2.0,0,1000,4
207950.0,2,2.0,1.0,0,0,1
699900.0,4,2.75,2.0,0,0,3
370000.0,3,2.0,1.0,1,0,2
232000.0,3,1.75,1.0,0,0,2
490000.0,2,2.5,2.0,0,360,3
725000.0,4,2.0,2.0,0,400,3
625000.0,2,1.5,1.5,0,300,2
437500.0,3,2.5,2.0,0,0,2
650000.0,4,2.5,2.0,0,0,3
342000.0,3,2.0,1.0,0,0,3
1197350.0,4,2.5,2.0,0,0,4
280000.0,3,1.5,1.0,0,0,2
240000.0,2,1.75,1.0,0,0,2
529000.0,3,1.0,1.5,0,0,2
442000.0,3,1.0,1.0,0,160,2
615000.0,2,1.0,1.0,0,720,2
1485000.0,4,3.75,2.0,0,0,4
480000.0,4,2.5,2.0,0,0,3
1095000.0,5,3.5,2.0,0,0,3
290000.0,4,1.0,1.5,0,0,2
300000.0,2,1.0,1.0,0,0,2
750000.0,3,2.5,2.0,0,0,3
890000.0,4,3.25,2.0,0,0,4
288000.0,3,1.0,1.0,0,0,1
190000.0,2,1.0,1.0,0,0,1
515000.0,5,3.0,1.0,0,1010,3
235000.0,4,1.5,1.0,0,0,1
275000.0,2,1.0,1.0,0,0,1
727500.0,2,2.0,1.0,0,0,2
650000.0,4,2.5,2.0,0,0,2
365000.0,4,1.0,1.5,0,0,1
662000.0,3,1.75,1.0,0,0,3
270500.0,3,2.5,1.0,0,460,2
200000.0,2,1.5,2.0,0,0,2
970000.0,4,3.25,2.0,0,0,4
160000.0,3,1.5,1.0,0,0,2
204000.0,3,1.0,1.0,0,0,1
358000.0,3,2.25,2.0,0,0,2
249000.0,3,2.0,1.0,0,0,2
346900.0,4,2.5,2.0,0,0,3
280000.0,4,2.5,2.0,0,0,2
318888.0,4,1.75,1.0,0,50,3
530000.0,3,2.25,1.0,0,0,3
375000.0,3,2.25,2.0,0,0,3
910000.0,4,2.5,2.0,0,0,4
782000.0,4,2.5,2.0,0,0,4
259950.0,2,2.0,2.0,0,350,3
315000.0,4,2.75,1.0,0,740,2
215000.0,2,1.0,1.0,0,0,1
261000.0,2,1.0,1.0,0,0,1
396000.0,3,1.5,1.0,0,0,2
725000.0,4,2.5,2.0,3,0,3
238000.0,4,1.0,1.5,0,0,2
750000.0,6,1.75,2.0,0,0,3
331500.0,4,2.5,2.0,0,0,2
404950.0,4,2.25,1.0,0,0,3
880000.0,3,2.5,2.0,0,0,3
863000.0,4,2.5,2.0,0,0,4
638700.0,3,1.75,1.0,0,710,2
435000.0,3,2.5,2.0,0,0,2
260000.0,3,1.0,1.5,0,0,1
610000.0,3,1.0,1.5,0,0,3
405000.0,2,0.75,1.0,0,290,1
720000.0,4,4.0,2.0,0,0,4
650000.0,5,2.75,1.5,0,0,3
300000.0,2,1.0,1.0,0,0,2
530000.0,4,2.5,2.0,0,0,3
180000.0,3,1.0,1.0,0,0,1
619000.0,3,2.5,2.0,0,0,3
264000.0,3,1.5,1.0,0,0,2
439000.0,4,2.25,2.0,0,0,2
268500.0,4,1.75,1.0,0,340,2
330000.0,3,1.75,1.0,0,0,2
640000.0,3,2.5,1.5,0,200,3
900000.0,3,2.5,2.0,0,0,4
370000.0,3,2.25,2.0,0,0,3
685000.0,3,2.0,1.5,0,730,3
265000.0,3,1.75,1.0,0,0,2
290000.0,3,2.5,2.0,0,0,3
296000.0,4,2.5,2.0,0,0,2
360000.0,4,2.5,2.0,0,0,2
372500.0,2,2.5,2.0,0,0,3
595000.0,3,2.5,2.0,2,0,3
515000.0,4,3.0,2.0,0,0,3
1220000.0,4,2.25,2.0,0,0,3
399950.0,4,2.0,1.0,0,0,3
185000.0,3,1.75,2.0,0,0,2
460000.0,3,1.75,1.0,0,0,2
435500.0,3,2.25,2.0,0,0,2
469000.0,4,2.75,1.0,0,1450,3
531000.0,2,3.0,2.0,0,160,3
443500.0,2,1.0,1.0,0,0,2
223000.0,3,2.0,1.0,0,370,2
590000.0,4,3.5,2.0,0,700,3
340000.0,2,2.5,3.0,0,0,2
650000.0,3,2.0,1.0,0,640,3
533600.0,3,2.5,2.0,0,0,3
695000.0,3,2.75,2.0,0,0,3
242000.0,3,1.75,1.5,0,0,2
425000.0,3,2.25,1.0,0,540,2
525000.0,3,2.25,2.0,0,0,2
485000.0,3,2.5,2.0,0,0,3
175000.0,3,1.0,1.0,0,0,2
210000.0,3,2.0,1.0,0,0,3
260000.0,3,2.5,2.0,0,0,2
577000.0,3,2.5,1.0,0,730,2
200000.0,3,1.5,1.0,0,0,2
605000.0,2,1.75,1.0,0,820,2
325000.0,3,1.0,1.0,0,0,1
289500.0,3,1.0,1.0,0,140,1
480000.0,4,2.25,2.0,0,0,3
218000.0,3,1.0,1.0,0,0,1
565000.0,2,1.75,1.0,0,370,2
426700.0,3,1.75,1.0,0,480,2
650000.0,3,2.5,1.0,3,560,3
542000.0,2,1.0,1.0,0,120,2
415000.0,3,1.75,1.0,0,0,2
214000.0,3,1.0,1.0,0,0,1
245000.0,3,1.5,2.0,0,0,2
314500.0,3,2.0,1.0,0,0,3
1120000.0,3,1.5,2.0,0,1000,3
378000.0,2,2.0,1.0,0,500,2
305000.0,4,2.5,1.0,0,910,2
595000.0,5,2.75,1.0,0,1760,3
729500.0,3,2.5,3.0,1,130,3
430000.0,3,2.5,2.0,0,0,2
240000.0,3,1.75,1.0,0,610,2
545000.0,3,1.75,1.5,0,0,2
530000.0,3,1.75,1.0,0,450,2
157000.0,1,1.0,1.0,0,0,1
425000.0,4,1.0,1.5,0,0,1
220000.0,3,1.0,1.0,0,0,1
521000.0,4,1.75,1.0,0,470,3
325000.0,3,1.0,1.0,2,800,2
337000.0,3,2.5,2.0,0,0,2
1000000.0,3,2.5,2.0,2,0,4
495000.0,3,1.0,1.0,0,0,1
888000.0,3,1.5,1.0,0,0,2
269900.0,3,1.75,1.0,0,0,2
475000.0,3,2.5,2.0,0,0,2
312000.0,3,1.5,3.0,0,0,2
323000.0,3,1.0,1.0,0,0,2
331000.0,3,1.75,1.0,0,0,2
306000.0,3,1.5,3.0,0,0,3
655000.0,4,2.5,3.0,0,0,3
290000.0,3,1.5,1.0,0,0,3
1250000.0,4,3.25,2.0,0,800,3
435000.0,4,2.5,1.0,0,850,2
385000.0,3,1.75,1.0,0,600,3
497000.0,3,2.25,1.0,0,520,2
280000.0,2,1.0,1.0,0,0,2
188000.0,2,1.5,1.0,0,0,1
478500.0,3,1.0,1.0,2,890,3
1145000.0,4,3.5,2.0,0,0,4
222000.0,3,2.0,1.0,0,470,2
799000.0,4,3.0,2.0,0,0,3
609900.0,4,2.5,2.0,0,0,4
413000.0,4,3.5,2.0,0,630,2
400000.0,4,1.0,1.5,0,0,2
320000.0,3,2.5,2.0,0,0,3
507000.0,4,2.5,2.0,0,0,2
387500.0,3,1.0,1.0,0,0,1
396000.0,3,1.0,1.0,0,0,2
373000.0,3,1.75,1.0,1,400,3
1484900.0,5,2.5,2.0,0,0,4
359900.0,4,2.25,2.0,0,0,3
690000.0,4,2.5,2.0,0,0,3
245000.0,3,2.0,1.0,0,0,2
700000.0,5,2.5,1.0,1,1220,3
268000.0,4,1.75,1.0,0,580,2
225000.0,3,1.75,1.0,0,840,2
980000.0,4,2.25,2.0,0,0,3
195000.0,2,1.0,1.0,0,0,1
485000.0,4,2.0,1.0,0,300,2
130000.0,2,1.0,1.0,0,0,1
325000.0,2,1.0,1.0,2,0,1
440000.0,3,1.75,1.0,0,0,2
310000.0,3,1.75,1.0,0,0,1
530000.0,3,2.5,2.0,2,400,3
390000.0,4,2.5,2.0,0,0,3
243000.0,3,1.75,1.0,0,0,2
639000.0,4,2.5,2.0,0,0,3
215000.0,4,1.0,1.0,0,0,2
405000.0,5,1.75,1.0,0,450,2
452000.0,6,2.25,2.0,0,0,2
730000.0,6,2.25,2.0,0,0,2
289950.0,3,2.5,2.0,0,0,2
565000.0,2,1.0,1.0,0,0,2
1578000.0,4,3.25,2.0,0,0,4
636000.0,3,2.5,2.0,0,370,3
350000.0,5,3.0,1.0,0,970,3
210000.0,2,1.75,1.0,0,0,3
245000.0,2,1.0,1.0,0,0,2
328000.0,3,1.75,1.0,0,340,2
985000.0,4,2.25,2.0,0,0,4
501000.0,3,1.75,1.0,3,600,3
315000.0,3,2.25,2.0,0,0,2
347500.0,4,2.5,2.0,0,0,3
365000.0,4,2.25,2.0,0,0,3
588000.0,3,1.0,1.0,0,640,3
1300000.0,3,3.25,2.0,0,1110,3
233000.0,3,2.0,1.0,0,0,2
360000.0,4,2.5,2.0,0,0,3
459000.0,2,1.75,1.0,0,150,1
740000.0,3,2.0,1.0,0,0,3
305000.0,3,1.0,1.0,0,0,2
395000.0,3,1.0,1.0,0,600,1
560000.0,4,2.5,2.0,0,0,3
650000.0,4,1.75,1.0,1,710,2
449950.0,3,2.5,2.0,0,0,2
517500.0,3,1.5,1.0,3,180,2
447000.0,3,1.0,1.0,0,140,2
699800.0,2,2.5,1.0,0,0,3
316500.0,3,1.75,1.0,0,530,2
565000.0,4,2.5,2.0,0,0,3
400000.0,3,2.25,2.0,0,140,3
330000.0,3,2.0,1.0,0,0,2
374950.0,4,2.75,2.0,0,0,2
405300.0,3,2.75,1.0,0,780,2
560000.0,3,2.25,2.0,0,0,3
824000.0,4,2.25,1.0,0,1200,3
260000.0,3,1.75,1.0,0,0,2
760000.0,4,2.5,1.0,0,960,3
405000.0,3,2.5,2.0,0,810,4
429900.0,4,2.5,2.0,0,0,3
465250.0,5,2.0,1.5,0,0,2
450000.0,2,2.0,1.5,0,0,2
390000.0,3,1.0,1.0,0,0,2
420000.0,3,2.25,1.0,0,1000,3
493000.0,4,2.0,1.0,0,850,2
370000.0,4,2.5,2.0,0,0,3
305000.0,3,1.0,1.0,0,0,2
715000.0,4,1.0,2.0,0,0,2
650000.0,6,2.75,1.5,0,0,3
218000.0,5,1.75,1.0,0,0,3
500000.0,2,1.0,1.0,0,0,2
460000.0,4,2.0,1.0,0,0,2
232500.0,3,1.5,1.0,0,800,2
408200.0,3,2.5,2.0,0,0,2
675000.0,4,2.5,2.0,0,0,3
249950.0,4,1.0,1.5,0,0,1
210000.0,2,1.0,1.0,0,0,1
429950.0,4,1.0,1.0,0,670,2
710000.0,4,2.0,1.0,0,0,3
470000.0,3,2.5,2.0,0,0,3
1100000.0,4,3.5,1.0,0,0,4
650000.0,3,2.0,1.5,0,0,2
422120.0,3,2.5,2.0,0,0,3
625000.0,5,2.5,2.0,0,0,3
385200.0,4,1.0,1.5,0,0,1
500000.0,3,2.25,2.0,0,0,3
308000.0,4,2.25,2.0,0,0,3
565000.0,3,2.75,1.0,0,1030,3
581000.0,3,2.5,2.0,0,0,2
361000.0,3,2.0,1.0,0,0,3
345000.0,3,1.0,1.0,0,0,2
625000.0,4,2.25,2.0,0,0,3
379000.0,3,3.25,2.5,0,0,3
310000.0,3,1.5,2.0,0,0,2
682000.0,5,2.75,2.0,0,0,3
246500.0,3,2.0,1.0,0,0,2
325000.0,3,1.0,1.5,0,0,1
310950.0,4,2.5,2.0,0,0,3
659000.0,4,2.25,2.0,0,0,3
595000.0,3,1.75,1.0,3,800,3
350000.0,3,2.25,2.0,0,0,3
270000.0,4,2.25,1.0,0,0,3
249900.0,3,1.75,1.0,0,0,1
324500.0,3,1.75,1.0,0,690,2
419950.0,2,1.75,1.0,0,0,3
332000.0,4,2.5,2.0,0,0,3
282000.0,4,1.75,1.0,0,700,2
320000.0,3,1.0,1.0,0,400,2
428750.0,3,1.0,1.5,0,0,2
330000.0,3,2.25,2.0,0,0,3
456500.0,4,3.5,3.0,0,0,3
628000.0,3,1.75,1.0,0,1810,3
512000.0,3,1.75,1.0,0,530,2
